date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:22	204693/204693	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/josias.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/josias.gif	(from https://frame.archive.josias.me/de/team/)
19:52:23	263452/263452	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/livio.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/livio.gif	(from https://frame.archive.josias.me/de/team/)
19:52:24	187086/187086	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/lukas.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/lukas.gif	(from https://frame.archive.josias.me/de/team/)
19:52:25	192961/192961	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/moritz.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/moritz.gif	(from https://frame.archive.josias.me/de/team/)
19:52:26	157428/157428	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/robin.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/robin.gif	(from https://frame.archive.josias.me/de/team/)
19:52:27	147180/147180	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/roman.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/roman.gif	(from https://frame.archive.josias.me/de/team/)
19:52:28	271273/271273	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/silas.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/silas.gif	(from https://frame.archive.josias.me/de/team/)
19:52:29	136941/136941	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/sven.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/sven.gif	(from https://frame.archive.josias.me/de/team/)
19:52:32	231755/231755	---M--	200	added ('OK')	image/gif	date:Sun,%2026%20Aug%202018%2010:48:36%20GMT	https://frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/tiana.gif	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/typo3conf/ext/frame_package/Resources/Public/Images/Team/tiana.gif	(from https://frame.archive.josias.me/de/team/)
19:52:32	8670/8670	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2015%20Dec%202021%2018:52:31%20GMT	https://frame.archive.josias.me/en/home/audio/	/Users/csjosias/Downloads/FRAME/frame.archive.josias.me/en/home/audio/index.html	(from https://frame.archive.josias.me/en/home/)
